sensor_id	sensor_type	location	lat	lon	timestamp	temperature	humidity				
8806	DHT22	4439	50.889	4.692	2019-02-10T01:20:06	7.50	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T01:22:40	7.40	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T01:25:09	7.30	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T01:27:39	7.20	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T01:30:15	7.20	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T01:32:44	7.20	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T01:35:13	7.10	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T01:37:43	7.10	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T01:40:13	7.10	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T01:42:42	7.10	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T01:45:13	7.00	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T01:47:42	7.10	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T01:50:13	7.00	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T01:52:42	7.00	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T01:55:12	7.00	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T01:57:44	7.00	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T02:00:14	7.00	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T02:02:46	6.90	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T02:05:18	6.90	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T02:07:49	6.90	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T02:10:20	6.90	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T02:12:50	6.90	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T02:15:24	6.90	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T02:17:56	6.90	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T02:20:26	7.00	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T02:22:56	7.00	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T02:25:28	7.00	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T02:28:01	7.00	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T02:30:30	7.10	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T02:32:59	7.10	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T02:35:29	7.10	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T02:37:59	7.20	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T02:40:29	7.20	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T02:42:58	7.20	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T02:45:27	7.20	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T02:47:56	7.20	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T02:50:27	7.20	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T02:53:14	7.30	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T02:55:44	7.30	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T02:58:13	7.40	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T03:00:46	7.40	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T03:03:15	7.50	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T03:05:46	7.50	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T03:08:15	7.50	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T03:10:46	7.60	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T03:13:15	7.60	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T03:15:46	7.70	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T03:18:15	7.70	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T03:20:45	7.80	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T03:23:15	7.80	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T03:25:45	7.90	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T03:28:14	8.00	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T03:30:43	8.00	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T03:33:12	8.00	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T03:35:41	8.10	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T03:38:11	8.10	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T03:40:40	8.10	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T03:43:10	8.20	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T03:45:40	8.30	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T03:48:10	8.20	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T03:50:39	8.20	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T03:53:11	8.30	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T03:55:40	8.30	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T03:58:09	8.30	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T04:00:39	8.30	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T04:03:08	8.40	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T04:05:37	8.40	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T04:08:06	8.40	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T04:10:35	8.40	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T04:13:06	8.50	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T04:15:36	8.40	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T04:18:05	8.50	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T04:20:34	8.50	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T04:23:03	8.40	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T04:25:36	8.50	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T04:28:05	8.50	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T04:30:34	8.60	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T04:33:05	8.60	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T04:35:34	8.60	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T04:38:05	8.60	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T04:40:34	8.60	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T04:43:03	8.60	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T04:45:33	8.70	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T04:48:03	8.60	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T04:50:32	8.70	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T04:53:01	8.70	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T04:55:30	8.70	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T04:57:59	8.60	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T05:00:29	8.70	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T05:02:59	8.70	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T05:05:29	8.70	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T05:07:58	8.70	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T05:10:27	8.80	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T05:12:56	8.80	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T05:15:25	8.70	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T05:17:55	8.80	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T05:20:25	8.80	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T05:22:54	8.80	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T05:25:26	8.80	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T05:27:55	8.80	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T05:30:25	8.80	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T05:32:54	8.80	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T05:35:23	8.80	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T05:37:52	8.80	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T05:40:22	8.90	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T05:42:51	8.90	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T05:45:23	8.90	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T05:47:52	8.90	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T05:50:21	8.90	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T05:52:50	8.90	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T05:55:20	9.00	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T05:57:49	9.00	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T06:00:18	9.00	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T06:02:48	9.00	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T06:05:19	9.10	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T06:07:48	9.10	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T06:10:17	9.20	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T06:12:47	9.30	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T06:15:16	9.30	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T06:17:45	9.20	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T06:20:14	9.20	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T06:22:43	9.30	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T06:25:12	9.30	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T06:27:42	9.30	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T06:30:11	9.30	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T06:32:40	9.30	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T06:35:09	9.40	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T06:37:39	9.40	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T06:40:09	9.30	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T06:42:38	9.30	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T06:45:10	9.30	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T06:47:39	9.30	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T06:50:10	9.30	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T06:52:39	9.40	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T06:55:10	9.40	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T06:57:39	9.40	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T07:00:10	9.40	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T07:06:10	9.40	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T07:08:43	9.40	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T07:11:12	9.50	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T07:13:44	9.50	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T07:16:52	9.50	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T07:25:56	9.60	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T07:28:46	9.60	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T07:31:37	9.60	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T07:34:44	9.70	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T07:44:23	9.70	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T07:47:30	9.70	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T07:50:17	9.60	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T07:53:24	9.60	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T07:56:23	9.60	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T07:59:34	9.50	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T08:02:55	9.50	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T08:05:34	9.50	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T08:08:21	9.50	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T08:17:14	9.40	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T08:23:26	9.40	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T08:26:10	9.40	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T08:32:30	9.40	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T08:38:17	9.40	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T08:41:12	9.40	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T08:44:08	9.40	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T08:47:08	9.40	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T08:53:06	9.40	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T08:55:35	9.40	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T08:58:04	9.30	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T09:00:33	9.30	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T09:03:03	9.40	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T09:05:32	9.40	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T09:08:01	9.50	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T09:10:32	9.50	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T09:13:01	9.50	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T09:15:30	9.50	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T09:17:59	9.40	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T09:20:29	9.20	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T09:22:58	9.10	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T09:25:27	9.00	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T09:27:57	8.90	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T09:30:27	8.80	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T09:32:57	8.70	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T09:35:26	8.60	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T09:37:56	8.60	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T09:40:25	8.50	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T09:42:54	8.60	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T09:45:23	8.50	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T09:47:53	8.40	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T09:50:22	8.40	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T09:52:51	8.40	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T09:55:20	8.40	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T09:57:50	8.30	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T10:00:19	8.40	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T10:02:48	8.50	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T10:05:17	8.40	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T10:07:46	8.40	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T10:10:16	8.30	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T10:12:48	8.30	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T10:15:17	8.30	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T10:17:49	8.30	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T10:20:18	8.20	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T10:22:48	8.20	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T10:25:17	8.20	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T10:27:46	8.20	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T10:30:15	8.20	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T10:32:47	8.20	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T10:35:20	8.30	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T10:37:49	8.20	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T10:40:18	8.20	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T10:42:47	8.20	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T10:45:16	8.10	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T10:47:46	8.00	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T10:50:15	8.00	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T10:52:44	8.00	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T10:55:13	8.10	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T10:57:43	8.20	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T11:00:12	8.10	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T11:02:41	8.10	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T11:05:12	8.00	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T11:07:41	8.10	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T11:10:10	8.10	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T11:12:40	8.10	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T11:15:10	8.10	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T11:17:39	8.10	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T11:20:08	8.10	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T11:22:37	8.20	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T11:25:06	8.10	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T11:27:36	8.30	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T11:30:06	8.30	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T11:32:36	8.20	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T11:35:05	8.20	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T11:37:34	8.30	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T11:40:04	8.30	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T11:42:34	8.30	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T11:45:04	8.30	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T11:47:34	8.30	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T11:50:04	8.20	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T11:52:34	8.10	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T11:55:03	8.00	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T11:57:33	7.90	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T12:00:03	7.90	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T12:02:33	7.90	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T12:05:03	8.00	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T12:07:32	8.10	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T12:10:01	8.40	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T12:12:31	8.40	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T12:15:00	8.60	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T12:17:29	8.70	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T12:20:00	8.50	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T12:22:30	8.30	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T12:24:59	8.30	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T12:27:29	8.30	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T12:29:58	8.30	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T12:32:27	8.20	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T12:34:56	8.20	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T12:37:25	8.10	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T12:39:55	8.00	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T12:42:24	8.00	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T12:44:53	8.00	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T12:47:22	8.10	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T12:49:51	8.10	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T12:52:21	8.20	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T12:54:50	8.20	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T12:57:22	8.20	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T12:59:51	8.20	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T13:02:20	8.20	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T13:04:51	8.20	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T13:07:20	8.40	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T13:09:49	8.80	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T13:12:18	9.40	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T13:14:48	9.50	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T13:17:17	9.10	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T13:19:46	9.00	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T13:22:15	8.80	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T13:24:44	8.60	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T13:27:13	8.50	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T13:29:42	8.40	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T13:32:12	8.40	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T13:34:41	8.20	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T13:37:10	7.80	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T13:39:39	7.50	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T13:42:10	7.50	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T13:44:39	7.50	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T13:47:08	7.40	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T13:49:37	7.50	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T13:52:06	7.50	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T13:54:35	7.50	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T13:57:05	7.50	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T13:59:34	7.50	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T14:02:08	7.50	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T14:04:40	7.60	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T14:07:11	8.00	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T14:09:40	8.40	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T14:12:09	8.50	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T14:14:38	8.40	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T14:17:08	8.20	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T14:19:37	8.00	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T14:22:09	7.90	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T14:24:38	7.80	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T14:27:07	7.80	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T14:29:37	7.80	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T14:32:06	7.80	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T14:34:35	7.60	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T14:37:04	7.60	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T14:39:34	7.60	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T14:42:05	7.60	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T14:44:34	7.70	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T14:47:04	7.70	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T14:49:33	7.60	99.90				
8806	DHT22	4439	50.889	4.692	2019-02-10T14:52:02	7.60	99.90				
